metadata_alive,metadata_alive_since,metadata_anonymity,metadata_average_timeout,metadata_first_seen,metadata_asn,metadata_asname,metadata_city,metadata_continent,metadata_continent_code,metadata_country,metadata_country_code,metadata_district,metadata_hosting,metadata_isp,metadata_latitude,metadata_longitude,metadata_mobile,metadata_org,metadata_proxy,metadata_region,metadata_status,metadata_timezone,metadata_zip,metadata_last_update,metadata_last_seen,dest_port,metadata_protocol,metadata_proxy_address,metadata_ssl,metadata_timeout,metadata_times_alive,metadata_times_dead,metadata_uptime,dest_ip
True,1778568355.203,elite,5505.9923904767,1777484524.3772,AS209847 WorkTitans B.V.,THE,Austin,North America,,United States,US,,False,WorkTitans B.V.,38.7584,-85.808,False,WorkTitans B.V,True,Indiana,success,America/Indiana/Indianapolis,47102,1778089371,1778568388.9629,1082,socks4,86.104.72.219:1082,True,341.50862693787,24989,23515,51.519462312387,86.104.72.219
True,1778414532.0048,elite,532.54110012658,1777037883.4707,AS31898 Oracle Corporation,ORACLE-BMC-31898,Paris,Europe,EU,France,FR,,True,Oracle Corporation,48.8558,2.3494,False,Oracle Corporation,False,Île-de-France,success,Europe/Paris,75001,1778244155,1778568388.5936,1080,socks4,158.178.198.31:1080,True,54.041624069214,129854,2004,98.480183227411,158.178.198.31
True,1778567289.289,elite,3950.2096172231,1778038666.0572,AS47583 Hostinger International Limited,AS-HOSTINGER,Vilnius,Europe,EU,Lithuania,LT,,True,Hostinger International Limited,54.6876,25.2806,False,Hostinger International Limited,False,Vilnius,success,Europe/Vilnius,02021,1778037632,1778568388.4849,1080,socks4,194.31.52.201:1080,True,368.4229850769,27582,4163,86.886123799023,194.31.52.201
True,1778568332.8932,elite,3929.2015350386,1776088752.0146,AS18403 FPT Telecom Company,FPT-AS-AP,Hanoi,Asia,AS,Vietnam,VN,,False,FPT Telecom Company,21.0278,105.834,False,Vietnam Internet Network Information Center,False,Hanoi,success,Asia/Bangkok,,1778504855,1778568388.3693,60606,socks4,118.70.211.121:60606,True,936.07783317566,35237,53442,39.735450332097,118.70.211.121
True,1778568387.9941,elite,1320.047267559,1776088340.3423,AS21183 Vodafone Albania Sh.A.,VODAFONE-FIX-AS,Tirana,Europe,EU,Albania,AL,,False,Vodafone Albania Sh.A.,41.3253,19.8184,False,Vodafone Albania Public,False,Tirana,success,Europe/Tirane,,1778504993,1778568387.9941,65530,socks4,80.78.73.120:65530,True,1229.4893264771,52001,45696,53.226813515256,80.78.73.120
True,1778568196.2536,elite,7630.7850529928,1778492981.3738,"AS14061 DigitalOcean, LLC",DIGITALOCEAN-ASN,Bengaluru,Asia,AS,India,IN,,True,"DigitalOcean, LLC",12.9753,77.591,False,"DigitalOcean, LLC",False,Karnataka,success,Asia/Kolkata,560100,1778489875,1778568387.7043,9050,socks4,139.59.44.192:9050,True,1320.9729194641,2831,1223,69.832264430192,139.59.44.192
True,1778564115.4187,elite,3979.8448321746,1776634787.6043,AS4134 CHINANET-BACKBONE,CHINANET-BACKBONE,Hangzhou,Asia,AS,China,CN,,False,Chinanet,30.2674,120.171,False,,False,Zhejiang,success,Asia/Shanghai,310000,1778447920,1778568387.1867,1080,socks4,122.224.198.218:1080,True,1270.3545093536,109863,11230,90.726136110262,122.224.198.218
True,1778567821.6379,elite,4367.2932662512,1766405584.9803,AS17858 LG POWERCOMM,POWERVIS-AS-KR,Songpa-gu,Asia,AS,South Korea,KR,,False,LG POWERCOMM,37.5108,127.1048,False,Xpeed,False,Seoul,success,Asia/Seoul,055,1778510016,1778568387.1677,3128,http,115.136.121.54:3128,False,1184.7009658813,2531,13051,16.243101013991,115.136.121.54
True,1778568341.25,elite,9967.6997031879,1776891606.335,AS24940 Hetzner Online GmbH,HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,True,Hetzner Online GmbH,50.4777,12.3649,False,Hetzner,False,Saxony,success,Europe/Berlin,08223,1778099011,1778568386.8439,9050,socks4,49.12.99.250:9050,True,1206.9272994995,47280,35565,57.070432735832,49.12.99.250
True,1778568386.7395,elite,969.5591177409,1697030621.6387,AS46562 Performive LLC,PERFORMIVE,Beverly Hills,North America,,United States,US,,True,Performive LLC,34.0624,-118.384,False,ZeroLag Communications,True,California,success,America/Los_Angeles,90211,1778504206,1778568386.7395,4145,socks4,142.54.226.214:4145,True,806.33616447449,228748,768754,22.932084346698,142.54.226.214
True,1778568316.2817,elite,4160.9933500418,1710575832.5007,AS4134 CHINANET-BACKBONE,CHINANET-BACKBONE,Chengdu,Asia,AS,China,CN,,False,Chinanet,30.6667,104.0667,False,Chinanet SC,False,Sichuan,success,Asia/Shanghai,,1777999848,1778568386.5413,5678,socks4,222.212.85.149:5678,True,1391.0419940948,68156,720501,8.6420332286406,222.212.85.149
True,1778483281.2885,elite,1334.1425596323,1776078247.4409,AS46562 Performive LLC,PERFORMIVE,Beverly Hills,North America,,United States,US,,True,Performive LLC,34.0624,-118.384,False,ZeroLag Communications,True,California,success,America/Los_Angeles,90211,1778497525,1778568386.443,4145,socks5,142.54.226.214:4145,True,991.25504493713,11833,3575,76.797767393562,142.54.226.214
True,1778568270.9885,elite,3672.8863751869,1776081050.4264,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Chula Vista,North America,,United States,US,,False,Cox Communications Inc.,32.6387,-117.0801,False,Cox Communications,True,California,success,America/Los_Angeles,91910,1778497426,1778568386.3936,4145,socks4,72.207.33.64:4145,True,878.24726104736,64651,51273,55.770159759843,72.207.33.64
True,1778420075.6422,elite,1295.3269378912,1750609509.8836,AS4837 CHINA UNICOM China169 Backbone,CHINA169-Backbone,Zhengzhou,Asia,AS,China,CN,Jinshui Qu,False,CNC Group CHINA169 Henan Province Network,34.8283,113.677,False,,True,Henan,success,Asia/Shanghai,450000,1778181560,1778568386.3407,9002,http,61.158.175.38:9002,False,1060.7004165649,339165,7036,97.967654628381,61.158.175.38
True,1778567845.2918,elite,3215.1296390472,1778499026.8979,AS50867 HOSTKEY B.V.,ORG-LVA15-AS,Moscow,Europe,EU,Russia,RU,,False,HOSTKEY,55.7487,37.6187,False,,False,Moscow,success,Europe/Moscow,129272,1778497188,1778568386.2534,1080,socks4,141.105.64.168:1080,True,826.13682746887,1187,1121,51.429809358752,141.105.64.168
True,1778421882.5163,elite,526.69715579669,1777913885.8752,AS214996 netcup GmbH,netcup,Manassas,North America,,United States,US,,False,netcup GmbH,38.7475,-77.5317,False,netcup GmbH,True,Virginia,success,America/New_York,20110,1778518371,1778568386.2499,1080,socks4,152.53.53.166:1080,True,417.30141639709,56834,33,99.941969859497,152.53.53.166
True,1778568368.9703,elite,1997.2804893092,1776088175.2854,AS41682 JSC ER-Telecom Holding,ERTH-TMN-AS,Tyumen,Europe,EU,Russia,RU,,False,"JSC ""ER-Telecom Holding""",57.1533,65.5418,False,"JSC ""ER-Telecom Holding"" Tyumen' branch",False,Tyumen Oblast,success,Asia/Yekaterinburg,625000,1778504826,1778568385.9581,1080,socks4,89.250.148.158:1080,True,336.18593215942,35577,50843,41.167553806989,89.250.148.158
True,1778568385.9413,elite,991.87371346402,1776082301.7749,AS46562 Performive LLC,PERFORMIVE,El Segundo,North America,,United States,US,,True,PacketExchange,33.9263,-118.394,False,Total server solutions,True,California,success,America/Los_Angeles,90245,1778497412,1778568385.9413,4145,socks4,67.201.35.145:4145,True,815.68694114685,52612,48124,52.227604828463,67.201.35.145
True,1778529292.8949,elite,2443.421112956,1776079671.8207,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Pensacola,North America,,United States,US,,False,Cox Communications Inc.,30.4077,-87.219,False,Cox Communications,True,Florida,success,America/Chicago,32516,1778497682,1778568385.9116,4145,socks5,98.188.47.150:4145,True,1091.2475585938,15217,1801,89.417087789399,98.188.47.150
True,1778557751.5318,elite,1256.1032843234,1776164556.109,AS57529 ZAO GTNT,GTNT-AS,Moscow,Europe,EU,Russia,RU,,False,ZAO GTNT,55.7569,37.6151,False,ZAO GTNT,True,Moscow,success,Europe/Moscow,144700,1777997000,1778568385.7513,1080,socks5,195.19.48.226:1080,True,636.27314567566,804,2328,25.670498084291,195.19.48.226
True,1778568052.6592,elite,1358.8542737853,1778329463.6836,AS205775 NEON CORE NETWORK LLC,neoncorenetworks,,Asia,AS,Georgia,GE,,False,Neon Core Network LLC,42.0,43.4999,False,Partner Hosting LTD,False,,success,Asia/Tbilisi,,1778326405,1778568385.5811,1080,socks4,77.91.65.33:1080,True,116.52016639709,7260,1343,84.389166569801,77.91.65.33
True,1778568385.2705,elite,2610.8901793751,1753479196.4209,AS141939 PT Chayo Anugrah Teknologi,IDNIC-CHAYO-AS-ID,Ampeldentokrajan,Asia,AS,Indonesia,ID,,False,PT Chayo Anugrah Teknologi,-8.308,113.434,False,,False,East Java,success,Asia/Jakarta,,1778297021,1778568385.2705,80,socks4,103.164.192.90:80,True,995.24784088135,23494,19847,54.207332548857,103.164.192.90
True,1778568302.5276,elite,3159.7130801488,1696980358.1909,AS20115 Charter Communications LLC,CHARTER-20115,Bay City,North America,,United States,US,,False,Spectrum,43.5945,-83.8889,False,Americinn - Bay City / Sleep Inn - Midla,False,Michigan,success,America/Detroit,48706,1778372002,1778568385.0973,39593,socks4,96.36.50.99:39593,True,1587.2163772583,85732,717125,10.678364889389,96.36.50.99
True,1778568385.0779,elite,4864.7425829261,1720465297.7179,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Tokyo,Asia,AS,Japan,JP,,True,Alibaba.com LLC,35.6893,139.6899,False,ALICLOUD-JP,True,Tokyo,success,Asia/Tokyo,102-0082,1778009699,1778568385.0779,9080,http,47.91.29.151:9080,False,2477.8714179993,2865,321007,0.88460873431479,47.91.29.151
True,1778568355.6364,elite,779.09480620233,1696965032.2342,AS46562 Performive LLC,PERFORMIVE,Atlanta,North America,,United States,US,,True,Performive LLC,33.7488,-84.3877,False,Performive LLC,True,Georgia,success,America/New_York,30302,1778503965,1778568385.0053,4145,socks4,199.58.184.97:4145,True,754.65154647827,227620,741780,23.480503404168,199.58.184.97
True,1778532851.131,elite,1124.5012055891,1778299640.6123,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Singapore,Asia,AS,Singapore,SG,Central Water Catchment,True,"Alibaba (US) Technology Co., Ltd.",1.35208,103.82,False,Alibaba.com LLC,False,North West,success,Asia/Singapore,858877,1778298355,1778568384.6484,1080,socks4,47.237.116.215:1080,True,827.20065116882,20642,37,99.821074520044,47.237.116.215
True,1778568374.3787,elite,935.02263030157,1696985355.6803,AS46562 Performive LLC,PERFORMIVE,Atlanta,North America,,United States,US,Fairlie-Poplar,True,Total Server Solutions L.L.C.,33.755,-84.3896,False,Sharktek Consulting LLC,True,Georgia,success,America/New_York,30303,1778198291,1778568384.5753,18762,socks4,192.111.137.37:18762,True,761.08384132385,216649,667466,24.504617611962,192.111.137.37
True,1778566282.7517,elite,2636.6179763536,1696984740.1488,AS6181 Cincinnati Bell Telephone Company LLC,FUSE-NET,Cincinnati,North America,,United States,US,,False,Fuse Internet Access,39.1057,-84.5036,False,Maximum Communications,True,Ohio,success,America/New_York,45202,1778503954,1778568384.3954,36181,socks4,69.61.200.104:36181,True,1500.955581665,401854,757482,34.662427458476,69.61.200.104
True,1778568384.367,elite,3498.3190611408,1776088344.5239,AS23969 TOT Public Company Limited,TOT-NET,Bangkok,Asia,AS,Thailand,TH,,False,TOT Public Company Limited,13.7101,100.4543,False,TOT Public Company Limited,False,Bangkok,success,Asia/Bangkok,10120,1778504854,1778568384.367,4153,socks4,125.25.57.57:4153,True,854.75707054138,38175,52162,42.258432314555,125.25.57.57
True,1778568310.0897,elite,4155.7781151689,1710540199.5942,AS4134 CHINANET-BACKBONE,CHINANET-BACKBONE,Chengdu,Asia,AS,China,CN,,False,Chinanet,30.6667,104.0667,False,Chinanet SC,True,Sichuan,success,Asia/Shanghai,,1778285574,1778568384.3035,10800,socks4,222.209.81.12:10800,True,2434.3364238739,60931,750287,7.5110512833788,222.209.81.12
True,1778568353.1483,elite,3371.6847827669,1778489788.0656,AS24940 Hetzner Online GmbH,HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,True,Hetzner Online GmbH,50.4777,12.3649,False,,True,Saxony,success,Europe/Berlin,08223,1778487489,1778568384.2956,7085,http,157.90.10.15:7085,False,37.610769271851,173,155,52.743902439024,157.90.10.15
True,1778567763.4723,elite,2782.0862023242,1777736460.349,AS24940 Hetzner Online GmbH,HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,True,Hetzner Online GmbH,50.4777,12.3649,False,,True,Saxony,success,Europe/Berlin,08223,1778340793,1778568383.8905,50508,http,157.90.10.15:50508,False,1046.2634563446,5775,3604,61.573728542489,157.90.10.15
True,1778568383.7991,elite,2352.655027705,1710634876.4347,AS50581 Ukrainian Telecommunication Group LLC,UTG,Kaharlyk,Europe,EU,Ukraine,UA,,False,Ukrainian Telecommunication Group LLC,49.859,30.8233,False,UTELECOMUA B2,False,Kyiv Oblast,success,Europe/Kyiv,09201,1778372378,1778568383.7991,4145,socks4,31.43.63.70:4145,True,1282.1307182312,72026,573804,11.152470464364,31.43.63.70
True,1778200243.8542,elite,289.18377591315,1769019708.4287,AS24940 Hetzner Online GmbH,HETZNER-AS,Frankfurt Am Main,Europe,EU,Germany,DE,,True,Hetzner Online AG,50.094,8.4971,False,Hetzner Online AG,False,Hesse,success,Europe/Berlin,65931,1778200247,1778568383.7984,10390,socks5,91.107.239.221:10390,True,239.06755447388,9655,2196,81.469918150367,91.107.239.221
True,1778568278.9093,elite,3609.0832052434,1776088625.5394,AS45899 VNPT Corp,VNPT-AS-VN,Ho Chi Minh City,Asia,AS,Vietnam,VN,,False,VietNam Post and Telecom Corporation,10.822,106.6257,False,Vietnam Posts and Telecommunications Group,False,Ho Chi Minh,success,Asia/Ho_Chi_Minh,700000,1778504842,1778568383.5848,1080,socks4,113.161.6.170:1080,True,2072.7362632751,64796,40996,61.248487598306,113.161.6.170
True,1778568301.4655,elite,3481.1684973992,1696968343.2518,"AS7922 Comcast Cable Communications, LLC",COMCAST-7922,Oakland,North America,,United States,US,,False,"Comcast Cable Communications, LLC",37.7652,-122.1579,False,"Comcast Cable Communications, LLC",False,California,success,America/Los_Angeles,94605,1778545435,1778568382.9628,32100,socks4,50.250.205.21:32100,True,2432.2493076324,113926,842528,11.911288990375,50.250.205.21
True,1778567888.0102,elite,2047.8455261751,1778529283.2131,AS24940 Hetzner Online GmbH,HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,True,Hetzner Online GmbH,50.4777,12.3649,False,,True,Saxony,success,Europe/Berlin,08223,1778526209,1778568382.9516,2070,http,157.90.10.15:2070,False,1052.5121688843,88,70,55.696202531646,157.90.10.15
True,1778568315.5057,elite,685.46566771889,1778354929.7004,AS209847 WorkTitans B.V.,THE,Meppel,Europe,EU,The Netherlands,NL,,False,WorkTitans B.V.,52.6921,6.19372,False,WorkTitans B.V,True,Drenthe,success,Europe/Amsterdam,7941,1778354929,1778568382.6505,1080,socks4,45.144.28.116:1080,True,3631.843328476,8678,2747,75.956236323851,45.144.28.116
True,1778568306.5028,elite,5551.8622060907,1777071942.4394,AS204997 FIRST SERVER LIMITED,FIRSTBYTE-AS,Moscow,Europe,EU,Russia,RU,,False,First Server Limited,55.7487,37.6187,False,Firstbyte Hosting,False,Moscow,success,Europe/Moscow,129272,1778278609,1778568382.4674,1080,socks4,91.217.81.131:1080,True,284.508228302,72127,25895,73.582461080166,91.217.81.131
True,1778568311.4367,elite,4111.6714663705,1710986797.8565,AS4134 CHINANET-BACKBONE,CHINANET-BACKBONE,Chengdu,Asia,AS,China,CN,,False,Chinanet,30.6509,104.076,False,Chinanet SC,False,Sichuan,success,Asia/Shanghai,610000,1777996830,1778568382.1207,10800,socks4,220.167.89.10:10800,True,1415.3819084167,57275,663898,7.9419223958745,220.167.89.10
True,1778568382.0964,elite,3792.7107237184,1777932917.3199,AS209847 WorkTitans B.V.,THE,Meppel,Europe,EU,The Netherlands,NL,,False,WorkTitans B.V.,52.6921,6.19372,False,WorkTitans B.V,True,Drenthe,success,Europe/Amsterdam,7941,1778537727,1778568382.0964,1080,socks4,95.164.7.128:1080,True,1095.2520370483,20281,14110,58.971824023727,95.164.7.128
True,1778520511.3497,elite,1247.2298680742,1776078246.402,AS46562 Performive LLC,PERFORMIVE,Atlanta,North America,,United States,US,Fairlie-Poplar,True,Performive LLC,33.7549,-84.3897,False,Total Server Solutions L.L.C.,True,Georgia,success,America/New_York,30303,1778498191,1778568381.9392,16894,socks5,192.111.129.145:16894,True,922.14798927307,13131,2809,82.377666248432,192.111.129.145
True,1778565853.8429,elite,1249.6666353346,1776081496.4645,AS41745 Baykov Ilya Sergeevich,FORTIS-AS,Dronten,Europe,EU,Netherlands,NL,,False,Baykov Ilya Sergeevich,52.5346,5.7218,False,Baykov Ilya Sergeevich,True,Provincie Flevoland,success,Europe/Amsterdam,,1778497514,1778568381.8616,1080,socks5,93.177.116.84:1080,True,384.65929031372,14102,2811,83.379648790871,93.177.116.84
True,1778567718.1841,elite,2865.962039606,1778064250.375,AS24940 Hetzner Online GmbH,HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,True,Hetzner Online GmbH,50.4777,12.3649,False,,True,Saxony,success,Europe/Berlin,08223,1778062829,1778568381.7022,10501,http,157.90.10.15:10501,False,3287.6715660095,2901,2001,59.179926560588,157.90.10.15
True,1778568223.8902,elite,2871.5715735207,1775863080.2508,AS24940 Hetzner Online GmbH,HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,True,Hetzner Online GmbH,50.4777,12.3649,False,,True,Saxony,success,Europe/Berlin,08223,1778542353,1778568381.6169,1041,http,157.90.10.15:1041,False,345.24345397949,9885,9701,50.469723271725,157.90.10.15
True,1778568381.6135,elite,5086.8791441637,1710564887.287,AS7713 PT Telekomunikasi Indonesia,telkomnet-as-ap,South Tangerang,Asia,AS,Indonesia,ID,,False,PT. Telekomunikasi Indonesia,-6.3018,106.7074,False,Telekomunikasi Indonesia,False,Banten,success,Asia/Jakarta,15312,1778199718,1778568381.6135,3629,socks4,36.95.235.18:3629,True,886.51895523071,7915,371954,2.08361303502,36.95.235.18
True,1778563139.8332,elite,2514.2730613264,1710544372.4973,AS6181 Cincinnati Bell Telephone Company LLC,FUSE-NET,Cincinnati,North America,,United States,US,,False,Cincinnati Bell Telephone Company LLC,39.1877,-84.4572,False,Altafiber,True,Ohio,success,America/New_York,45237,1778503952,1778568381.6121,41679,socks4,66.42.224.229:41679,True,950.60729980469,339786,660335,33.97448908682,66.42.224.229
True,1778567725.6916,transparent,5993.8376133566,1774016000.4809,AS216472 High Speed For Internet Services L.L.C,HS-SYR,Istanbul,Asia,AS,Turkey,TR,,False,High Speed For Internet Services L.L.C,41.0082,28.9784,False,hiperonline iletisim hizmetleri san. tic. ltd. sti,True,Istanbul,success,Europe/Istanbul,34122,1778250520,1778568381.601,8080,http,195.62.50.2:8080,False,2546.2856292725,11942,74599,13.799239666748,195.62.50.2
True,1778568124.6873,elite,1307.7697283905,1778503435.5437,AS19437 SECURED SERVERS LLC,SS-ASH,Ashburn,North America,,United States,US,,True,Secured Servers LLC,39.018,-77.539,False,Secured Servers LLC,False,Virginia,success,America/New_York,20147,1778502737,1778568381.5821,8001,http,131.153.163.164:8001,False,414.23583030701,279,44,86.377708978328,131.153.163.164
True,1778568353.5419,elite,2239.3378473202,1776088072.4399,AS207952 Evro Telecom OOO,ET-AS,St Petersburg,Europe,EU,Russia,RU,,False,Evro Telecom OOO,59.9291,30.1943,False,Evro Telecom OOO,False,St.-Petersburg,success,Europe/Moscow,195298,1778504831,1778568381.5433,1080,socks4,46.8.104.176:1080,True,243.25680732727,61514,45727,57.360524426292,46.8.104.176
True,1778568381.522,transparent,6338.08735006,1778048443.3648,AS141607 PT Gayatri Lintas Nusantara,IDNIC-GAYATRI-AS-ID,Jakarta,Asia,AS,Indonesia,ID,,False,PT Gayatri Lintas Nusantara,-6.2574,106.8453,False,PT Gayatri Lintas Nusantara,False,Jakarta,success,Asia/Jakarta,12760,1778047428,1778568381.522,8080,http,103.160.69.161:8080,False,505.77902793884,850,2777,23.435346015991,103.160.69.161
True,1778568156.2924,elite,2779.2580405352,1778095225.2789,AS24940 Hetzner Online GmbH,HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,True,Hetzner Online GmbH,50.4777,12.3649,False,,True,Saxony,success,Europe/Berlin,08223,1778094210,1778568381.4422,52005,http,157.90.10.15:52005,False,3553.6189079285,2603,1882,58.037904124861,157.90.10.15
True,1778568007.3581,elite,6856.1351421951,1778477605.7452,AS209847 WorkTitans B.V.,THE,Coventry,Europe,EU,United Kingdom,GB,,False,WorkTitans B.V.,52.4128,-1.50895,False,WorkTitans B.V,True,England,success,Europe/London,CV1,1778476005,1778568381.2521,9088,socks4,185.218.3.94:9088,True,288.79857063293,1394,1688,45.230369889682,185.218.3.94
True,1778568381.2345,elite,3878.1217080128,1751008546.3532,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Tokyo,Asia,AS,Japan,JP,,True,Alibaba.com LLC,35.6893,139.6899,False,ALICLOUD-JP,True,Tokyo,success,Asia/Tokyo,102-0082,1777964993,1778568381.2345,8087,http,47.91.29.151:8087,False,2434.7107410431,79,6639,1.1759452217922,47.91.29.151
True,1778566681.8258,elite,2131.992586774,1710543661.2451,"AS42510 FOP ""Makurin Stanislav Volodimirovich""",WDM-AS,Kyiv,Europe,EU,Ukraine,UA,,False,Magic Line,50.458,30.5303,False,"PE ""Magic-line""",True,Kyiv City,success,Europe/Kyiv,03143,1778285548,1778568380.5565,5678,socks4,193.106.57.96:5678,True,7462.9397392273,47157,640472,6.8579132061039,193.106.57.96
True,1778568168.8546,elite,3980.0627313122,1776086984.5511,AS9829 National Internet Backbone,BSNL-NIB,Thiruvananthapuram,Asia,AS,India,IN,,False,BSNL Internet,8.4832,76.9458,False,,False,Kerala,success,Asia/Kolkata,695020,1778504817,1778568380.4213,1080,socks4,117.216.46.148:1080,True,2537.5282764435,71552,45402,61.179609077073,117.216.46.148
True,1778564229.76,elite,727.80469101919,1758459290.3926,AS45899 VNPT Corp,VNPT-AS-VN,Ho Chi Minh City,Asia,AS,Vietnam,VN,,False,VietNam Post and Telecom Corporation,10.822,106.6257,False,Vietnam Posts and Telecommunications Group,False,Ho Chi Minh,success,Asia/Ho_Chi_Minh,700000,1778552200,1778568380.4006,10007,http,123.20.13.201:10007,False,718.53470802307,71,960,6.8865179437439,123.20.13.201
True,1778568379.8192,transparent,5265.115939287,1778134287.8273,"AS272112 TELECABLE DOMINICANO, S.A.","TELECABLE DOMINICANO, S.A.",Santo Domingo,North America,,Dominican Republic,DO,,False,"TELECABLE DOMINICANO, S.A.",18.4615,-69.8965,False,Telecable Dominicano S.A,False,Nacional,success,America/Santo_Domingo,10203,1778131842,1778568379.8192,999,http,38.52.220.179:999,False,3716.6423797607,650,2125,23.423423423423,38.52.220.179
True,1778568379.8114,elite,8308.1536442041,1778027013.347,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Hong Kong,Asia,AS,Hong Kong,HK,,True,Alibaba Cloud LLC,22.3193,114.169,False,Alibaba Cloud - HK,True,Kowloon,success,Asia/Hong_Kong,999077,1778024919,1778568379.8114,9091,socks5,47.238.128.246:9091,True,6380.494594574,32,1520,2.0618556701031,47.238.128.246
True,1778568304.4656,elite,4350.5930113214,1710566304.415,AS4134 CHINANET-BACKBONE,CHINANET-BACKBONE,Hefei,Asia,AS,China,CN,Shushan Qu,False,Chinanet,31.851,117.151,False,Chinanet AH,False,Anhui,success,Asia/Shanghai,230000,1778475010,1778568379.7979,10800,socks4,61.191.119.134:10800,True,4396.0058689117,66228,694909,8.7011930835053,61.191.119.134
True,1778568371.2277,elite,3740.6140577481,1776079815.1177,AS22773 Cox Communications Inc.,ASN-CXA-ALL-CCI-22773-RDC,Irvine,North America,,United States,US,,False,Cox Communications Inc.,33.6846,-117.827,False,Cox Communications,True,California,success,America/Los_Angeles,92612,1778497351,1778568379.7733,4145,socks4,72.195.34.59:4145,True,8110.8071804047,62662,51850,54.720902612827,72.195.34.59
True,1778568337.7118,elite,5872.9649738583,1777449274.5915,"AS20473 The Constant Company, LLC",AS-VULTR,Minamishinagawa,Asia,AS,Japan,JP,,True,The Constant Company,35.6164,139.7425,False,"Vultr Holdings, LLC",False,Tokyo,success,Asia/Tokyo,140-0001,1778050382,1778568379.7165,1080,socks4,45.76.104.16:1080,True,2384.5684528351,22349,26437,45.810273439101,45.76.104.16
True,1778568332.7009,elite,1527.5789747018,1778018412.1077,AS9123 JSC TIMEWEB,TimeWeb-AS,St Petersburg,Europe,EU,Russia,RU,,True,"JSC ""TIMEWEB""",59.9417,30.3096,False,Timeweb.Cloud LLC,False,St.-Petersburg,success,Europe/Moscow,195213,1778017742,1778568379.3834,1080,socks4,193.160.209.58:1080,True,918.83778572083,25774,9272,73.543343034868,193.160.209.58
True,1778567478.5486,elite,8398.037949917,1721421326.0817,AS396982 Google LLC,GOOGLE-CLOUD-PLATFORM,Singapore,Asia,AS,Singapore,SG,Kallang,True,Google LLC,1.3048,103.8622,False,Google Cloud (asia-southeast1),True,Central Singapore,success,Asia/Singapore,190464,1778453679,1778568379.2032,8080,socks4,34.124.190.108:8080,True,2068.124294281,212853,693807,23.476606445636,34.124.190.108
True,1778568378.7337,elite,2736.3875780491,1777883726.5993,AS24940 Hetzner Online GmbH,HETZNER-AS,Falkenstein,Europe,EU,Germany,DE,,True,Hetzner Online GmbH,50.4777,12.3649,False,,True,Saxony,success,Europe/Berlin,08223,1778484946,1778568378.7337,3520,http,157.90.10.15:3520,False,6260.3681087494,4498,2844,61.263960773631,157.90.10.15
True,1778566913.8193,elite,7733.1812293599,1754760403.4639,AS50340 JSC Selectel,SELECTEL-MSK,Moscow,Europe,EU,Russia,RU,,True,JSC Selectel,55.7487,37.6187,False,Selectel,True,Moscow,success,Europe/Moscow,129272,1778270383,1778568378.7194,80,http,82.148.13.136:80,False,219.19059753418,15150,24926,37.803173969458,82.148.13.136
True,1778568375.8627,elite,847.45914776267,1777383519.2042,AS7552 Viettel Group,VIETEL-AS-AP,Thành Phố Mỹ Tho,Asia,AS,Vietnam,VN,,False,Viettel Corporation,10.3708,106.3548,False,VIETEL,False,Tiền Giang,success,Asia/Ho_Chi_Minh,,1777985793,1778568378.6559,1080,socks4,171.248.210.77:1080,True,793.80393028259,19011,27248,41.096867636568,171.248.210.77
True,1778564220.28,elite,4946.7026052969,1776317530.2558,AS31898 Oracle Corporation,ORACLE-BMC-31898,Osaka,Asia,AS,Japan,JP,,True,Oracle Corporation,34.8225,135.4711,False,Oracle Cloud Infrastructure (ap-osaka-1),False,Ōsaka,success,Asia/Tokyo,562-0021,1778127924,1778568378.6185,1080,socks5,150.230.59.207:1080,True,1795.1033115387,16649,1237,93.083976294308,150.230.59.207
True,1778568354.7093,elite,3704.5848463055,1710540142.4611,AS23953 PT ARTHA TELEKOMINDO,SCBDNET-AS-ID,Jakarta,Asia,AS,Indonesia,ID,,False,Sudirman Central Business District,-6.2208,106.8403,False,,False,Jakarta,success,Asia/Jakarta,12850,1778200331,1778568378.5448,5678,socks4,115.85.86.114:5678,True,3879.5456886292,75150,843926,8.1766905022,115.85.86.114
True,1778567855.1668,transparent,4850.8388004769,1778034987.3452,"AS174 Cogent Communications, LLC",COGENT-174,Manzana Primera la Capilla,North America,,Mexico,MX,,False,Cogent Communications,19.5475,-99.6065,False,Cogent Communications,False,México,success,America/Mexico_City,50800,1778033781,1778568378.5078,999,http,38.123.220.52:999,False,4161.3671779633,1063,2824,27.347568819141,38.123.220.52
