alive,alive_since,anonymity,average_timeout,first_seen,ip_data_as,ip_data_asname,ip_data_city,ip_data_continent,ip_data_continentCode,ip_data_country,ip_data_countryCode,ip_data_district,ip_data_hosting,ip_data_isp,ip_data_lat,ip_data_lon,ip_data_mobile,ip_data_org,ip_data_proxy,ip_data_regionName,ip_data_status,ip_data_timezone,ip_data_zip,ip_data_last_update,last_seen,port,protocol,proxy,ssl,timeout,times_alive,times_dead,uptime,ip
true,1787085596.1686,elite,2672.2829280709,1786518087.7977,"AS62240 Clouvider",Clouvider,London,Europe,EU,"United Kingdom",GB,,true,"Clouvider Limited",51.5123,-0.0909,false,"BlueVPS OU",false,England,success,Europe/London,,1786516498,1787085661.2173,8181,http,91.231.186.236:8181,true,585.06941795349,5230,1948,72.86152131513,91.231.186.236
true,1787085661.1477,elite,9017.2085374594,1776399610.3965,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Alibaba (US) Technology Co., Ltd.",50.1169,8.6837,false,"Alibaba.com Singapore E-Commerce Private Limited",true,Hesse,success,Europe/Berlin,60313,1786748056,1787085661.1477,8000,socks5,8.211.42.167:8000,true,10620.151758194,640,59938,1.0564891544785,8.211.42.167
true,1787085661.138,elite,8684.2638747728,1776151812.1324,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Alibaba (US) Technology Co., Ltd.",50.1169,8.6837,false,"Alibaba.com Singapore E-Commerce Private Limited",true,Hesse,success,Europe/Berlin,60313,1787035193,1787085661.138,80,socks5,8.211.42.167:80,true,10625.26345253,728,63540,1.1327565818137,8.211.42.167
true,1787085545.8983,elite,13898.693749185,1786881371.3067,"AS48314 Michael Sebastian Schinzel trading as IP-Projects GmbH & Co. KG",IP-PROJECTS,"Bad Soden am Taunus",Europe,EU,Germany,DE,Neuenhain,true,ip-network,50.1592,8.48173,false,"HostBrr Solutions",true,Hesse,success,Europe/Berlin,65812,1786881389,1787085661.0937,9116,socks5,77.90.8.154:9116,true,10370.693922043,2276,3253,41.164767589076,77.90.8.154
true,1787085661.0091,transparent,6603.9651459317,1769249180.5042,"AS24835 Vodafone Data",RAYA-AS,Alexandria,Africa,AF,Egypt,EG,,false,Global-AWAYED,31.1882,29.9189,false,,true,Alexandria,success,Africa/Cairo,,1786501775,1787085661.0091,1976,http,82.129.237.65:1976,false,7784.4436168671,23776,240430,8.9990386289486,82.129.237.65
true,1787085660.9912,transparent,6308.9323502311,1732904218.6336,"AS45899 VNPT Corp",VNPT-AS-VN,Hanoi,Asia,AS,Vietnam,VN,,false,"VietNam Post and Telecom Corporation",21.0184,105.8461,false,"Vietnam Posts and Telecommunications Group",true,Hanoi,success,Asia/Bangkok,100000,1786739802,1787085660.9912,8080,http,113.160.115.254:8080,false,3265.2189731598,66812,592179,10.138529964749,113.160.115.254
true,1787085578.5563,transparent,5768.4227253504,1765180028.3048,"AS47684 Stroytechservice LLC",FCOMM-AS,Orenburg,Europe,EU,Russia,RU,,false,FCOMM,51.7675,55.0977,false,,true,"Orenburg Oblast",success,Asia/Yekaterinburg,460000,1786665086,1787085660.9321,8080,http,92.62.149.82:8080,false,4396.3768482208,44459,253800,14.906172152391,92.62.149.82
true,1787085660.9279,transparent,3529.3924212456,1787082788.4571,"AS216472 High Speed For Internet Services L.L.C",HS-SYR,Istanbul,Asia,AS,Turkey,TR,,false,"High Speed For Internet Services L.L.C",41.0082,28.9784,false,"hiperonline iletisim hizmetleri san. tic. ltd. sti",true,Istanbul,success,Europe/Istanbul,34122,1787080825,1787085660.9279,8080,http,195.62.50.237:8080,true,296.88787460327,8,19,29.62962962963,195.62.50.237
true,1787085660.7858,elite,2615.3450685792,1783180300.2365,"AS216154 CLODO CLOUD SERVICE CO. L.L.C",CLODO,Amsterdam,Europe,EU,"The Netherlands",NL,,true,"Clodo Cloud Service CO. L.L.C",52.3716,4.8883,false,"Clodo Cloud Service CO. L.L.C",true,"North Holland",success,Europe/Amsterdam,1012,1786807549,1787085660.7858,445,socks5,185.200.177.138:445,true,3075.8430957794,28065,46170,37.805617296424,185.200.177.138
true,1787085660.741,elite,497.37529512159,1778972231.6248,"AS215540 GLOBAL CONNECTIVITY SOLUTIONS LLP",GCS-AS,Helsinki,Europe,EU,Finland,FI,,false,"Global Connectivity Solutions LLP",60.1699,24.9384,false,"Global Connectivity Solutions LLP",true,Uusimaa,success,Europe/Helsinki,00121,1786832210,1787085660.741,1080,socks4,193.233.199.21:1080,true,266.64161682129,16204,182189,8.1676268819968,193.233.199.21
true,1787085660.6561,elite,12422.010606246,1776491425.7366,"AS31898 Oracle Corporation",ORACLE-BMC-31898,Vinhedo,"South America",SA,Brazil,BR,,true,"Oracle Corporation",-23.0564,-46.9834,false,"Oracle Cloud Infrastructure (sa-vinhedo-1)",true,"Sao Paulo",success,America/Sao_Paulo,13280,1786579906,1787085660.6561,9050,socks5,204.216.136.58:9050,true,15799.813985825,26877,63881,29.613918332268,204.216.136.58
true,1787085660.5801,elite,4145.0012727694,1776086443.2259,"AS23673 Cogetel Online, Cambodia, ISP",ONLINE-AS,"Phnom Penh",Asia,AS,Cambodia,KH,,false,"COGETEL Co., Ltd",11.5583,104.9121,false,"Cogetel Ltd",true,"Phnom Penh",success,Asia/Phnom_Penh,,1786972110,1787085660.5801,1080,socks5,202.62.42.92:1080,true,2204.4401168823,51121,71210,41.789080445676,202.62.42.92
true,1787085570.7095,transparent,5771.4165960071,1783659782.0125,"AS4788 TM TECHNOLOGY SERVICES SDN. BHD.",TTSSB-MY,"Iskandar Puteri",Asia,AS,Malaysia,MY,,false,"TM TECHNOLOGY SERVICES SDN BHD",1.4834,103.6339,false,"Unifi Home",true,Johor,success,Asia/Kuala_Lumpur,79100,1786680462,1787085660.5447,8080,http,180.74.108.17:8080,false,12195.405721664,10939,21951,33.259349346306,180.74.108.17
true,1787085660.5382,elite,4914.1650562207,1784502899.9951,"AS210644 AEZA GROUP LLC",AEZA-AS,Vienna,Europe,EU,Austria,AT,,true,"Aeza International LTD",48.2049,16.3662,false,"Aeza Group LLC",true,"State of Vienna",success,Europe/Vienna,1010,1786919945,1787085660.5382,1080,socks4,95.163.176.131:1080,true,1215.7280445099,37590,69423,35.126573406969,95.163.176.131
true,1787085660.4986,transparent,8100.2770063336,1781488358.618,"AS153455 G Links Solution",GMSC-AS-AP,Taytay,Asia,AS,Philippines,PH,,false,"G Links Solution",14.5588,121.133,false,"G Links Solution",false,Calabarzon,success,Asia/Manila,1920,1786929534,1787085660.4986,8085,http,160.250.6.76:8085,false,7198.68683815,3260,41980,7.2060123784262,160.250.6.76
true,1787085660.3704,elite,9899.7381297657,1776094788.9112,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Seoul,Asia,AS,"South Korea",KR,,true,"Alibaba (US) Technology Co., Ltd.",37.5658,126.978,false,"Alibaba.com Singapore E-Commerce Private Limited",true,Seoul,success,Asia/Seoul,04524,1786982294,1787085660.3704,8182,socks5,8.213.134.213:8182,true,13743.08347702,617,60684,1.006508866087,8.213.134.213
true,1786487432.7563,elite,1264.8104362313,1783526730.3243,"AS17252 Colocation America Corporation",AS2-COLOAM,Dallas,"North America",NA,"United States",US,,true,"Vault Host",32.7767,-96.797,false,"Equinox Servers",true,Texas,success,America/Chicago,75270,1786547879,1787085660.3367,8081,http,23.228.86.236:8081,false,415.58146476746,57717,12,99.979213220392,23.228.86.236
true,1787085660.2818,elite,9539.0584385452,1776092426.5627,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Seoul,Asia,AS,"South Korea",KR,,true,"Alibaba (US) Technology Co., Ltd.",37.5658,126.978,false,"Alibaba.com Singapore E-Commerce Private Limited",true,Seoul,success,Asia/Seoul,04524,1786973795,1787085660.2818,30000,socks5,8.213.134.213:30000,true,13635.966062546,629,62145,1.0020072004333,8.213.134.213
true,1787085585.5967,transparent,6122.4160957338,1716951141.8632,"AS4812 China Telecom (Group)",CHINANET-SH-AP,Shanghai,Asia,AS,China,CN,,false,"China Telecom (Group)",31.2222,121.4581,false,"Chinanet SH",true,Shanghai,success,Asia/Shanghai,,1786552560,1787085660.2785,2021,http,58.33.109.114:2021,true,1163.0485057831,81140,843664,8.7737509785857,58.33.109.114
true,1787085660.2567,transparent,5633.5392755107,1750612902.2311,"AS273237 INGBELL CHILE SPA","INGBELL CHILE SPA","Isla de Maipo","South America",SA,Chile,CL,,false,"Ingbell Chile SPA",-33.7518,-70.8913,false,"Cirion Technologies Solutions",true,"Santiago Metropolitan",success,America/Santiago,,1786989767,1787085660.2567,999,http,204.199.139.72:999,false,3167.7539348602,19811,307321,6.0559651761369,204.199.139.72
true,1787084984.7393,elite,4452.2563854025,1780576007.0551,"AS38623 ISP/IXP IN CAMBODIA WITH THE BEST VERVICE IN THERE.",VIETTELCAMBODIA-AS-AP,"Phnom Penh",Asia,AS,Cambodia,KH,,false,BUCT,11.5563,104.9282,true,"VIETTEL (CAMBODIA) PTE., LTD",true,"Phnom Penh",success,Asia/Phnom_Penh,1000,1786620443,1787085660.2489,1080,socks5,220.158.233.26:1080,true,11998.855113983,183652,1463,99.209680468898,220.158.233.26
true,1787085660.1143,elite,7951.3109314895,1786609962.5847,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,"Hong Kong",Asia,AS,"Hong Kong",HK,,true,"Alibaba (US) Technology Co., Ltd.",22.3193,114.169,false,"Alibaba.com LLC",false,Kowloon,success,Asia/Hong_Kong,999077,1786609967,1787085660.1143,1011,socks5,47.82.84.127:1011,true,12533.846616745,8335,6823,54.987465364824,47.82.84.127
true,1787085659.9402,elite,5285.7936584129,1786783881.5772,"AS51659 LLC Baxet",ASBAXET,Kazan',Europe,EU,Russia,RU,,false,"LLC Baxet",55.7852,49.1174,false,"BX Network",false,"Tatarstan Republic",success,Europe/Moscow,420004,1786783675,1787085659.9402,1080,socks5,176.32.33.164:1080,true,2915.8520698547,2672,5596,32.317368166425,176.32.33.164
true,1787085659.855,transparent,5298.9670276438,1786312455.8303,"AS141077 RSTNET",RSTNET-AS-ID,Jatiwangi,Asia,AS,Indonesia,ID,,false,"Paket Data Andal",-6.73361,108.263,false,,true,"West Java",success,Asia/Jakarta,,1786914448,1787085659.855,8818,http,103.173.162.49:8818,false,3595.7098007202,2344,5483,29.947617222435,103.173.162.49
true,1787085559.2327,transparent,6795.5454299784,1765971972.3614,"AS63969 Race Online Limited",RACEONLINE-BD,Nowlamary,Asia,AS,Bangladesh,BD,,false,Earth-TEL,23.6735,88.9889,false,"PLANET SATELLITE ISP Internet",true,"Khulna Division",success,Asia/Dhaka,,1786539818,1787085659.7809,8081,http,103.106.119.217:8081,false,6015.5415534973,36657,283148,11.46229733744,103.106.119.217
true,1787085659.7157,transparent,12491.559341896,1786777444.4529,"AS31898 Oracle Corporation",ORACLE-BMC-31898,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Oracle Corporation",50.1049,8.6295,false,"Oracle Cloud Infrastructure (eu-frankfurt-1)",false,Hesse,success,Europe/Berlin,60326,1786774555,1787085659.7157,3128,http,138.2.189.122:3128,true,14547.585725784,602,2224,21.302193913659,138.2.189.122
true,1787085566.7915,transparent,13089.500527895,1782394988.5831,"AS152346 PT Persegi Nusa Media",IDNIC-PNMNET-AS-ID,Bekasi,Asia,AS,Indonesia,ID,,false,"PT Persegi Nusa Media",-6.26912,106.975,false,"PT Persegi Nusa Media",false,"West Java",success,Asia/Jakarta,17112,1786626157,1787085659.6808,3125,http,157.10.179.121:3125,false,9467.0827388763,2916,33867,7.9275752385613,157.10.179.121
true,1787085659.6402,elite,12500.44492689,1776095426.8469,"AS133119 China Unicom IP network",UNICOM-CN,Chaowai,Asia,AS,China,CN,Chaoyang,true,"China Unicom IP network",39.9715,116.49,false,21ViaNet,true,Beijing,success,Asia/Shanghai,,1787085004,1787085659.6402,44167,socks5,120.133.82.62:44167,true,5106.1782836914,996,57938,1.6900261309261,120.133.82.62
true,1787085501.2335,elite,5098.5695957033,1785176258.8489,"AS16276 OVH SAS",OVH,Montreal,"North America",NA,Canada,CA,Ville-Marie,true,"OVH SAS",45.5029,-73.5723,false,"OVH Hosting, Inc",true,Quebec,success,America/Toronto,H4X,1786990543,1787085659.6015,1080,socks5,51.222.104.72:1080,true,5232.654094696,88685,11773,88.280674510741,51.222.104.72
true,1787085659.5748,elite,6653.0383523211,1786171915.402,"AS395839 HOSTKEY",HOSTKEY-USA,"New York","North America",NA,"United States",US,,true,HOSTKEY,40.7126,-74.0066,false,HOSTKEY,false,"New York",success,America/New_York,10118,1786775481,1787085659.5748,1080,socks5,80.209.242.189:1080,true,2857.9921722412,5427,16520,24.727753223675,80.209.242.189
true,1787085659.5498,transparent,9628.5790669932,1776086362.8202,"AS271843 LARA INGENIERIA EN TECNOLOGIA Y TELECOMUNICACIONES LIMITADA (SOLUCIONES INTERLAN)","LARA INGENIERIA EN TECNOLOGIA Y TELECOMUNICACIONES LIMITADA (SOLUCIONES INTERLAN)","Puente Alto","South America",SA,Chile,CL,,false,"Lara Ingenieria EN Tecnologia Y Telecomunicaciones Limitada",-33.6141,-70.5893,false,"LARA INGENIERIA EN TECNOLOGIA Y TELECOMUNICACIONES LIMITADA (SOLUCIONES INTERLAN)",true,"Santiago Metropolitan",success,America/Santiago,,1786971837,1787085659.5498,999,http,45.162.132.1:999,false,8518.162727356,5987,72133,7.6638504864311,45.162.132.1
true,1787085336.3022,elite,8916.0131918699,1750186584.3407,"AS24641 FASTER CZ spol. s r.o.",FASTER-AS,Brno,Europe,EU,Czechia,CZ,,false,"FASTER CZ spol. s r.o.",49.1953,16.6016,false,,true,"South Moravian",success,Europe/Prague,"602 00",1786997708,1787085659.4222,80,http,95.129.101.73:80,false,4284.0640544891,70832,34142,67.475755901461,95.129.101.73
true,1787085572.9658,elite,4625.9370392683,1780208879.1778,"AS210976 Timeweb, LLP",TWC-EU,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Timeweb, LLP",50.1169,8.6837,false,"Timeweb, LLP",true,Hesse,success,Europe/Berlin,60313,1786860882,1787085659.2796,1080,socks5,72.56.106.48:1080,true,3482.7251434326,39375,64049,38.071434096535,72.56.106.48
true,1787085659.0768,transparent,6776.0209928443,1779312636.1782,"AS136384 Optix Pakistan (Pvt.) Limited",OPTIX-AS-AP,"Lahore Cantt",Asia,AS,Pakistan,PK,,false,"Optix Pakistan (Pvt.) Limited",31.5309,74.3681,false,"Optix Pakistan (Pvt.) Limited",true,Punjab,success,Asia/Karachi,54600,1786571181,1787085659.0768,8080,http,43.251.253.40:8080,false,7036.3504886627,21588,52002,29.335507541786,43.251.253.40
true,1787085165.8356,elite,7337.4932979014,1750660823.421,"AS28103 TECNOLOGIA EN ELECTRONICA E INFORMATICA SOCIEDAD ANONIMA (T.E.I.S.A)","TECNOLOGIA EN ELECTRONICA E INFORMATICA SOCIEDAD ANONIMA (T.E.I.S.A)",Asunción,"South America",SA,Paraguay,PY,,false,"TECNOLOGIA EN ELECTRONICA E INFORMATICA SOCIEDAD ANONIMA (T.E.I.S.A)",-25.2869,-57.6511,false,"TECNOLOGIA EN ELECTRONICA E INFORMATICA SOCIEDAD ANONIMA (T.E.I.S.A)",true,Asuncion,success,America/Asuncion,,1787038291,1787085658.9468,80,http,201.222.50.218:80,false,2377.5496482849,33797,15250,68.907374559096,201.222.50.218
true,1787085658.9136,elite,4410.6033875078,1710545864.1563,"AS57286 GIGAS HOSTING S.A.",ASGIGAS,Alcobendas,Europe,EU,Spain,ES,,true,"Gigas Hosting SL",40.525,-3.65578,false,"Gigas Hosting S.L.",true,Madrid,success,Europe/Madrid,28108,1786531384,1787085658.9136,80,http,195.114.209.50:80,false,5139.2831802368,674462,319644,67.846084823952,195.114.209.50
true,1787085654.6898,elite,5304.2654252494,1784634209.2251,"AS62005 BlueVPS OU",BV-EU-AS,Amsterdam,Europe,EU,Netherlands,NL,,true,"BlueVPS OU",52.3675,4.9041,false,"LLC Baxet",true,"North Holland",success,Europe/Amsterdam,,1787052112,1787085658.6969,1080,socks4,62.106.66.13:1080,true,13274.725437164,13926,67383,17.127255285393,62.106.66.13
true,1787085658.6968,transparent,12404.96604262,1783659218.7216,"AS48040 Fornex Hosting S.L.",FORNEX-SE-AS,Falkenberg,Europe,EU,Sweden,SE,,true,"Fornex Hosting S.L.",56.9012,12.498,false,FORNEX,true,"Halland County",success,Europe/Stockholm,"311 39",1786680018,1787085658.6968,3128,http,194.154.31.227:3128,false,12388.761281967,7287,22287,24.639886386691,194.154.31.227
true,1787085658.6199,transparent,7250.919121559,1784445395.4114,"AS271935 AIRTIME TECHNOLOGY SRL","AIRTIME TECHNOLOGY SRL","Santo Domingo Este","North America",NA,"Dominican Republic",DO,,false,"Airtime Technology SRL",18.4842,-69.8466,false,"Airtime Technology SRL",true,"Santo Domingo Province",success,America/Santo_Domingo,11605,1786861955,1787085658.6199,999,http,185.27.144.53:999,false,5854.2478084564,5184,17885,22.471715288916,185.27.144.53
true,1787084087.6348,elite,775.50445524436,1710541373.1267,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,Charlottesville,"North America",NA,"United States",US,,true,"Alibaba.com LLC",37.4316,-78.6569,false,ALICLOUD-US,true,Virginia,success,America/New_York,22902,1787043503,1787085658.5207,3128,http,47.89.184.18:3128,true,200.90532302856,794384,163373,82.942124150489,47.89.184.18
true,1787085658.5095,transparent,7145.2935338516,1750609433.1487,"AS136089 PT Mitra Mandiri Network",IDNIC-MMNET-AS-ID,Indramayu,Asia,AS,Indonesia,ID,,false,"PT Mitra Mandiri Network",-6.5033,108.0628,false,"PT Mitra Mandiri Network",true,"West Java",success,Asia/Jakarta,45265,1786979125,1787085658.5095,8686,http,157.66.16.68:8686,false,11652.867555618,6011,37766,13.730954610869,157.66.16.68
true,1787084798.486,elite,1024.3335792275,1786946640.092,"AS132203 Tencent Building, Kejizhongyi Avenue",TENCENT-NET-AP-CN,"Santa Clara","North America",NA,"United States",US,,true,OPHL,37.353,-121.9544,false,"Tencent cloud computing (Beijing) Co., Ltd.",false,California,success,America/Los_Angeles,95052,1786944458,1787085658.4937,8888,http,49.51.253.118:8888,true,317.71802902222,2447,41,98.352090032154,49.51.253.118
true,1787085658.477,transparent,5891.4533492588,1750610087.5588,"AS52468 UFINET PANAMA S.A.","UFINET PANAMA S.A.","Guatemala City","North America",NA,Guatemala,GT,,false,"Ufinet Panama S.A.",14.6343,-90.5155,false,"UFINET Guatemala S. A",true,Guatemala,success,America/Guatemala,01001,1786553662,1787085658.477,999,http,181.119.111.59:999,false,2932.2366714478,19204,82309,18.917774078197,181.119.111.59
true,1787085405.5434,elite,7477.1858399819,1785972736.9708,"AS57529 JSC GTNT",GTNT-AS,Moscow,Europe,EU,Russia,RU,,false,"ZAO GTNT",55.7569,37.6151,false,"JSC GTNT",false,Moscow,success,Asia/Krasnoyarsk,144700,1786575000,1787085658.2791,1080,socks5,195.19.55.74:1080,true,9097.2936153412,15149,16057,48.545151573415,195.19.55.74
true,1787085658.1989,transparent,6587.7950608039,1785217029.8139,"AS154669 PT Azvi Multi Teknologi",IDNIC-AZNETLINK-ID,Pasuruan,Asia,AS,Indonesia,ID,,false,"PT Azvi Multi Teknologi",-7.6473,112.6845,false,"Indonesia Network Information Center",true,"East Java",success,Asia/Jakarta,67156,1787029148,1787085658.1989,8080,http,162.4.96.221:8080,false,4777.4379253387,4745,12761,27.104992573975,162.4.96.221
true,1787085416.6423,elite,7063.4589750736,1786971051.2375,"AS137718 Beijing Volcano Engine Technology Co., Ltd.",VOLCANO-ENGINE,Haidian,Asia,AS,China,CN,"Haidian Qu",false,"Beijing Volcano Engine Technology Co., Ltd.",39.9794,116.338,false,"Beijing Volcano Engine Technology Co., Ltd.",false,Beijing,success,Asia/Shanghai,,1786967780,1787085658.1849,44177,socks5,118.145.141.251:44177,true,10751.42455101,5976,359,94.333070244672,118.145.141.251
true,1787085658.1636,anonymous,7234.2397163879,1776102988.4437,"AS141596 PT Wistel Teknologi Solusi",WISTEL-AS-ID,Kadumantung,Asia,AS,Indonesia,ID,,false,"PT Wistel Teknologi Solusi",-6.28991,106.118,false,Wistel,true,Banten,success,Asia/Jakarta,,1786991489,1787085658.1636,8080,http,103.160.40.254:8080,false,9145.2193260193,25329,70245,26.501977525268,103.160.40.254
true,1787085658.1007,transparent,5378.5296003436,1783752094.3145,"AS152029 PT Andromega Data Nusantara",IDNIC-ANDROMEGA-AS-ID,Bogor,Asia,AS,Indonesia,ID,,false,"PT Andromega Data Nusantara",-6.59444,106.789,false,"PT Andromega Data Nusantara",true,"West Java",success,Asia/Jakarta,,1786773488,1787085658.1007,8080,http,36.50.56.146:8080,false,3507.4360370636,7803,22520,25.732941991228,36.50.56.146
true,1787085641.7179,elite,14320.324210195,1780494357.9435,"AS31898 Oracle Corporation",ORACLE-BMC-31898,"San Jose","North America",NA,"United States",US,,true,"Oracle Corporation",37.2329,-121.7875,false,"Oracle Cloud Infrastructure (us-sanjose-1)",true,California,success,America/Los_Angeles,95119,1786540843,1787085658.0616,9150,socks5,146.235.227.201:9150,true,13778.248310089,18550,67733,21.499020664557,146.235.227.201
true,1787085657.8894,transparent,5826.3820251115,1758088384.4471,"AS6147 INTEGRATEL PERÚ S.A.A.","INTEGRATEL PERU S.A.A.","Piedra Blanca","South America",SA,Peru,PE,,false,"Telefonica del Peru",-17.9714,-70.1809,false,PE-TDPERX6-LACNIC,true,Tacna,success,America/Lima,,1786521036,1787085657.8894,999,http,201.230.15.57:999,false,5925.1589775085,45919,328210,12.273574088082,201.230.15.57
true,1787085657.8809,transparent,9443.4489494638,1787071529.2168,"AS16509 Amazon.com, Inc.",AMAZON-02,Singapore,Asia,AS,Singapore,SG,"Downtown Core",true,"Amazon.com, Inc.",1.28009,103.851,false,"AWS EC2 (ap-southeast-1)",false,"Central Singapore",success,Asia/Singapore,048582,1787069254,1787085657.8809,8082,http,13.250.95.3:8082,true,17251.148939133,158,50,75.961538461538,13.250.95.3
true,1787085603.2706,elite,5292.731875379,1786897752.6277,"AS137718 Beijing Volcano Engine Technology Co., Ltd.",VOLCANO-ENGINE,Haidian,Asia,AS,China,CN,"Haidian Qu",false,"Beijing Volcano Engine Technology Co., Ltd.",39.9794,116.338,false,"Beijing Volcano Engine Technology Co., Ltd.",false,Beijing,success,Asia/Shanghai,,1786895965,1787085657.838,44100,socks5,118.145.141.251:44100,true,10860.078811646,10039,505,95.210546282246,118.145.141.251
true,1787085657.7487,transparent,7920.3195834912,1751916651.058,"AS269730 TECNOVEN SERVICES CA","TECNOVEN SERVICES CA",Maracaibo,"South America",SA,Venezuela,VE,,false,"Tecnoven Services C.A",10.6423,-71.6109,false,"Tecnoven Services C.A",true,Zulia,success,America/Caracas,,1786963200,1787085657.7487,999,http,38.51.207.91:999,false,5355.6399345398,12709,150887,7.7685273478569,38.51.207.91
true,1787085657.7328,transparent,5392.8559144338,1786817885.9895,"AS270207 MULTICARRIER JE S. DE R.L. DE C.V.","MULTICARRIER JE S. DE R.L. DE C.V.",Colima,"North America",NA,Mexico,MX,,false,"Cogent Communications",19.2668,-103.7145,false,"Jose De Jesus Vazquez Ponce",true,Colima,success,America/Mexico_City,28017,1786816049,1787085657.7328,999,http,154.27.196.59:999,false,2193.6204433441,285,2115,11.875,154.27.196.59
true,1787085657.7039,elite,9182.3440030685,1776087860.3808,"AS45102 Alibaba (US) Technology Co., Ltd.",ALIBABA-CN-NET,"Frankfurt am Main",Europe,EU,Germany,DE,,true,"Alibaba (US) Technology Co., Ltd.",50.1169,8.6837,false,"Alibaba.com Singapore E-Commerce Private Limited",true,Hesse,success,Europe/Berlin,60313,1786973520,1787085657.7039,5060,socks5,8.211.42.167:5060,true,14267.570972443,733,65314,1.109815737278,8.211.42.167
true,1787085657.4588,elite,5930.1370921881,1786604718.9839,"AS50053 VDSka hosting",VDSKA-AS,Helsinki,Europe,EU,Finland,FI,,false,"Anton Levin",60.2188,24.8708,false,"Vdska FL1",true,Uusimaa,success,Europe/Helsinki,00380,1786606700,1787085657.4588,1080,socks4,217.177.44.80:1080,true,6993.7932491302,3508,11422,23.496316141996,217.177.44.80
true,1787085657.2416,transparent,5715.6754115708,1780493686.7011,"AS269771 PRINTER-NET-SERVICE, C.A.","PRINTER-NET-SERVICE, C.A.",Valencia,"South America",SA,Venezuela,VE,,false,"Cogent Communications",10.1615,-68.0004,false,"Peer NET Service C.A",false,Carabobo,success,America/Caracas,,1787014549,1787085657.2416,999,http,154.62.127.157:999,true,3498.5575675964,1404,9564,12.800875273523,154.62.127.157
true,1787085657.1136,transparent,6655.5005916852,1780649695.5179,"AS9299 Philippine Long Distance Telephone Company",IPG-AS-AP,"Makati City",Asia,AS,Philippines,PH,,false,"Philippine Long Distance Telephone Co.",14.5654,121.022,false,"Philippine Long Distance Telephone Company",false,"Metro Manila",success,Asia/Manila,1551,1786959177,1787085657.1136,8087,http,122.53.52.196:8087,false,6483.4806919098,11533,41538,21.73126566298,122.53.52.196
true,1787085657.1019,elite,2314.0850974749,1785949134.2058,"AS41560 UGMK-Telecom LLC",UT-SVR,Pyshma,Europe,EU,Russia,RU,,false,"UGMK-Telecom network",56.9494,63.2566,false,,false,"Sverdlovsk Oblast",success,Asia/Yekaterinburg,,1786550761,1787085657.1019,1080,socks5,109.200.111.171:1080,true,8597.8097915649,31766,14226,69.068533658027,109.200.111.171
true,1787085606.3083,elite,4057.1405015029,1776086522.5381,"AS23673 Cogetel Online, Cambodia, ISP",ONLINE-AS,"Phnom Penh",Asia,AS,Cambodia,KH,,false,ONLINE,11.5583,104.9121,false,,true,"Phnom Penh",success,Asia/Phnom_Penh,,1786974529,1787085657.0953,1080,socks5,203.189.152.79:1080,true,1308.8436126709,50493,69747,41.993512974052,203.189.152.79
true,1787085657.078,transparent,6987.7237128812,1750609639.9483,"AS55653 Skyline Semesta, PT",SKYLINE-AS-ID,Arjuna,Asia,AS,Indonesia,ID,,false,"PT SKYLINE SEMESTA",-6.91652,107.6,false,,true,"West Java",success,Asia/Jakarta,,1786694561,1787085657.078,8080,http,103.11.99.126:8080,false,1505.1012039185,16970,53617,24.041254055279,103.11.99.126
true,1787085302.7769,elite,4076.6786638493,1786030480.8058,"AS63023 GTHost",AS-GLOBALTELEHOST,Amsterdam,Europe,EU,Netherlands,NL,,false,GTHost,52.3675,4.9041,false,GTHost,true,"North Holland",success,Europe/Amsterdam,,1786632466,1787085657.0072,10006,http,66.163.127.204:10006,true,5912.9061698914,11529,2603,81.580809510331,66.163.127.204
true,1787085492.6728,transparent,5688.3287501217,1763425895.9401,"AS52468 UFINET PANAMA S.A.","UFINET PANAMA S.A.",Barranquilla,"South America",SA,Colombia,CO,,false,"Ufinet Panama S.A.",10.9711,-74.7837,false,UFINET,true,Atlántico,success,America/Bogota,080001,1787020079,1787085656.881,8080,http,190.60.61.42:8080,true,5012.9809379578,42542,294249,12.63157269642,190.60.61.42
true,1787085576.8831,transparent,5629.1743761326,1786736792.3886,"AS8452 TE-AS",TE-AS,Cairo,Africa,AF,Egypt,EG,,false,"TE Data",30.0507,31.2489,false,,false,"Cairo Governorate",success,Africa/Cairo,,1786733202,1787085656.8568,1981,http,41.33.126.131:1981,false,5109.9479198456,717,2616,21.512151215122,41.33.126.131
